Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
8,4,-1,5,-7,-4,-8,10,1,-4,-5,-10,-8,-11,10,2,-4,-4,-15,-10,-12,-51,-60,-49,-83,-39,-29,-17,-25,-36,-20,-26,-15,-37,-15,-20,-11,-7,-10,-11,15,-3,12,-19,2,-13,12,-7,-20,-15,-18,-14,-13,-20,-21,-10,-21,-8,-18,-37,-2,-18,-26,-20,REST
-12,-13,-13,-8,-20,-15,-21,-3,-10,-11,-13,-12,-16,-14,11,-1,-5,-16,-17,-9,-9,-74,-60,-58,-65,-36,-35,-43,-24,-1,-7,-34,-21,-45,-31,-33,-28,3,-11,-17,-17,-6,6,11,14,-5,21,2,-14,-14,-15,-12,-7,-14,-8,4,-19,-5,-16,-27,5,-14,-16,-14,REST
-22,-20,-22,-10,-23,-16,-18,4,-13,-5,-12,-4,-15,-15,13,-2,-6,-13,-17,-8,-4,-77,-70,-53,-53,-35,-37,-34,-30,-27,-21,-29,-16,-39,-22,-29,-25,8,-2,-11,-11,-6,11,14,1,4,14,8,-11,-4,-5,-4,1,0,4,7,-14,11,-3,-17,7,-5,-5,-6,REST
8,3,-1,11,0,1,-14,15,10,14,13,21,6,-3,24,26,15,12,6,10,15,-36,-28,-38,-40,-16,-5,-12,3,-1,15,-6,5,-15,0,-9,-14,16,24,-10,-11,22,24,6,16,14,27,24,8,13,16,15,13,10,5,14,-2,32,5,-17,20,8,8,6,REST
15,14,10,20,9,11,-3,21,18,24,21,21,12,4,30,32,23,22,10,9,12,-44,-10,-49,-26,-22,-6,-41,-24,-2,-9,-5,6,-13,-3,-11,-2,21,24,17,40,17,-1,9,23,-2,23,11,10,13,17,15,12,6,-4,8,-6,26,7,-16,15,-1,-4,-1,REST
1,12,13,27,17,22,12,8,17,25,31,36,23,16,32,30,29,28,26,20,16,-6,-27,-40,5,-4,4,12,12,12,26,9,25,3,15,11,23,33,-3,-8,27,5,43,14,22,5,34,21,16,16,18,14,13,11,4,14,5,35,12,-13,22,8,5,7,REST
9,16,13,23,12,14,8,7,1,4,16,20,6,-10,7,-1,5,7,-4,-2,-6,-39,-52,-50,-41,-23,-32,-34,-41,-20,-13,-22,-13,-36,-33,-35,-22,-10,-5,-16,10,15,-10,-5,-4,-14,1,-16,-18,-17,-16,-15,-9,-4,-8,-16,-25,12,-5,-23,0,-15,-29,-15,REST
2,-5,-11,-2,-20,-10,-14,-7,-10,-9,-2,7,-2,-1,12,-3,2,3,-1,6,8,-84,-54,-71,-86,-18,-43,-64,-44,-36,-22,-16,-7,-33,-30,-36,-27,-44,3,-3,-7,27,-3,1,3,4,13,3,-2,-5,3,7,14,18,12,3,-14,31,16,2,15,7,20,6,REST
-2,7,2,13,-3,3,-4,4,4,1,17,29,14,8,21,12,16,14,13,20,21,-55,-54,-64,-64,-53,-29,-17,-63,1,8,-10,-3,-14,-11,-5,-5,6,6,-11,30,-11,15,21,22,20,26,21,12,13,21,26,20,28,22,19,4,43,22,7,23,7,27,4,REST
1,16,10,20,2,9,-5,18,18,6,18,27,11,1,28,26,27,11,17,15,12,-60,-51,-31,-23,-18,-31,-21,-4,-25,-14,-12,-3,-23,-19,-18,-18,-1,18,4,-6,4,8,12,3,12,27,28,15,12,18,17,8,16,9,18,7,43,13,-3,26,4,13,3,REST
25,20,1,4,-10,3,-4,33,20,8,9,18,5,8,33,33,31,15,17,9,15,-81,-58,-52,-56,-17,-35,-24,-53,-36,-22,-4,1,-26,-23,-22,-13,14,2,-14,-43,10,-6,-5,3,-4,25,28,19,15,18,14,4,4,-4,20,8,43,5,-11,32,12,22,10,REST
12,11,-4,-1,-13,-10,-22,20,17,12,13,20,-4,-15,23,33,32,24,21,4,3,-32,-35,-34,-86,20,-11,-13,-11,43,41,12,22,-3,3,-5,-1,24,17,-8,22,-12,18,2,27,-1,31,35,25,28,36,25,17,11,5,18,18,55,15,1,33,14,21,13,REST
14,22,15,25,15,17,7,18,25,16,30,34,16,3,31,34,34,28,28,14,6,-42,-46,-74,-27,-12,-14,-15,3,-12,15,7,20,7,10,9,1,24,21,11,35,6,-5,-9,17,-3,31,37,29,32,32,24,17,10,0,27,16,48,13,-4,32,10,14,7,REST
11,35,29,40,28,25,12,22,33,21,36,43,20,2,29,29,35,34,31,13,10,-8,-26,-29,-18,-7,7,8,-12,6,17,14,27,13,18,17,16,21,20,-14,15,-10,2,13,6,7,13,20,11,18,16,17,18,12,8,-4,-2,34,15,0,20,0,3,-2,REST
6,29,26,37,32,36,25,8,25,19,35,46,33,12,21,22,32,31,37,29,23,-60,-36,-25,-42,3,9,23,6,-21,-18,14,36,23,32,29,28,8,14,4,-2,10,1,10,-3,18,18,16,15,16,21,18,27,20,12,1,-6,28,19,-3,18,-1,2,-4,REST
17,34,30,41,37,43,26,16,24,22,31,45,34,22,16,15,29,23,31,25,19,-17,-26,-22,-13,6,10,24,48,1,11,7,32,20,26,21,16,-3,16,2,20,15,17,7,10,12,13,8,4,6,18,18,20,12,7,-7,-16,22,13,-7,0,-7,-1,-10,REST
12,25,21,29,25,31,13,15,21,14,24,36,25,16,15,18,28,24,24,19,19,-22,-17,-25,-49,-9,2,3,-22,-15,10,12,22,11,14,8,6,18,15,12,-79,24,1,7,-15,27,8,7,-4,9,18,14,21,13,9,-7,-15,29,15,-6,6,1,13,-1,REST
-6,12,9,17,12,17,7,12,9,6,17,35,19,15,13,13,23,26,24,16,15,-76,-56,-40,-32,-18,-14,-15,-19,-4,-5,-13,10,1,3,-3,-6,32,10,15,31,21,8,-7,26,4,24,15,-3,14,16,15,16,12,12,4,-12,36,13,-5,14,6,8,4,REST
18,17,13,22,8,12,-1,9,12,12,12,30,11,5,16,8,23,16,16,11,14,-58,-43,-49,-90,-10,-21,-15,-14,-20,-11,-2,5,-1,1,-6,-1,0,4,-9,31,15,4,19,14,14,21,11,-5,7,12,17,10,8,8,10,-7,31,6,-4,23,4,10,2,REST
17,11,5,12,2,7,0,0,7,13,5,22,8,7,18,6,18,5,11,11,12,-52,-33,-15,-100,-6,-15,-12,6,5,12,-10,1,-1,7,2,21,21,17,15,-15,6,8,14,10,16,26,13,-3,12,13,11,11,13,13,11,-2,29,13,-1,31,7,11,6,REST
-6,5,3,10,3,5,1,9,6,9,1,15,5,7,16,-1,12,5,6,7,10,-74,-68,-55,-39,-44,-40,-33,-35,-27,-34,-27,-18,-20,-20,-29,-30,-4,5,-23,3,6,-18,3,-2,-1,7,-10,-23,-4,4,1,1,3,-1,-5,-13,18,3,-6,18,0,8,-2,REST
-17,-13,-20,-6,-15,-11,-18,-7,-12,-3,-9,1,-6,-6,5,-15,6,-2,-4,-3,-3,-53,-49,-95,-23,-64,-42,-33,-21,-48,-35,-48,-34,-33,-32,-36,-28,16,-6,-5,-7,12,-11,-18,-2,-4,2,-13,-22,-8,1,-3,0,-3,-3,-12,-16,16,2,-8,10,-10,10,-12,REST
-30,-23,-34,-17,-17,-3,0,-3,-14,-12,-10,-2,1,11,7,-13,11,4,1,5,6,-70,-51,-61,-53,-45,-36,-46,-27,-20,-50,-43,-26,-26,-22,-24,2,17,4,15,1,30,6,-2,2,6,14,-6,-16,-1,1,3,-1,1,-1,2,-9,15,2,-10,17,-3,5,-3,REST
-27,-14,-17,-11,-15,-7,-5,-2,-8,-17,-6,-3,-6,3,9,-10,6,-1,-4,-3,0,-49,-64,-61,-35,-26,-42,-10,-44,-26,-16,-16,-12,-14,-20,-27,-13,-23,21,-13,-32,-21,11,23,-4,4,12,-7,-14,-7,-7,-7,-16,-13,-5,-4,-5,5,-14,-25,3,-17,-18,-20,REST
11,6,-4,2,-13,-11,-14,13,2,-11,-6,-7,-16,-16,14,-7,-1,-7,-16,-17,-17,-59,-48,-32,-65,-21,-34,-16,-24,-49,-22,-11,1,-7,-13,-27,-26,4,-2,-10,30,-23,12,9,-5,-6,-3,-24,-24,-20,-18,-12,-24,-26,-19,-20,-18,-8,-24,-45,-8,-30,-43,-31,REST
8,4,0,3,-13,-11,-16,-6,-8,-12,-13,-11,-15,-11,3,-26,-6,-14,-16,-16,-14,-69,-56,-37,-97,-16,-30,-27,5,9,26,4,3,-6,-16,-26,-21,-3,6,-19,7,16,10,12,8,6,4,-1,-15,-6,1,6,-7,-12,-10,-6,-7,7,-6,-33,7,-6,-20,-7,REST
27,20,10,20,-2,4,-8,21,16,20,20,22,11,6,27,-3,27,31,23,16,10,-39,-47,-55,-74,-2,-23,-21,-30,-5,-2,-4,3,-2,-17,-25,-5,22,-3,-20,23,-11,24,11,18,4,4,11,-4,-2,10,10,3,-9,-15,-11,-10,5,-12,-38,-6,-24,-23,-26,REST
-6,-1,-7,10,-16,-4,-13,4,-1,6,13,15,1,-2,10,-16,19,24,13,6,-1,-50,-70,-70,-29,-53,-49,-44,-42,-42,-38,-43,-29,-29,-37,-41,-16,4,3,-34,14,-11,-8,-12,14,-1,5,11,-3,0,9,7,2,-5,-8,-8,-1,16,-3,-24,0,-11,-11,-11,REST
-25,-14,-17,4,-17,-6,-6,3,-2,2,14,12,2,7,21,-3,25,27,14,7,6,-68,-66,-79,25,-34,-49,-45,-56,5,-36,-34,-22,-19,-32,-38,-30,-10,20,-18,-73,-4,2,-1,8,8,10,25,8,16,22,21,15,8,5,12,16,27,15,-3,22,9,28,10,REST
-2,10,-1,8,-10,-2,-15,37,23,18,10,16,5,7,45,18,39,29,17,18,18,-48,-50,-46,-13,-24,-19,-24,-28,1,-2,3,7,3,-8,-20,-12,8,33,-5,55,1,34,-1,41,16,34,46,25,24,28,27,25,25,18,24,24,30,29,20,31,13,33,10,REST
20,25,5,4,-14,-3,-6,31,21,10,-9,3,1,13,43,5,21,20,4,12,22,-54,-49,-67,-55,-12,-13,-23,-10,7,10,8,14,7,-6,-21,-14,24,17,5,20,18,26,-1,26,31,27,37,17,21,17,25,26,30,22,23,25,32,34,31,39,29,45,27,REST
14,24,9,10,-1,7,7,25,19,9,5,12,12,22,36,5,24,30,12,14,18,-35,-51,-29,-64,-4,-6,-32,-7,6,11,12,20,15,3,-4,20,-6,32,20,37,26,15,-26,24,-3,26,42,24,23,23,25,17,15,12,29,37,39,24,14,39,31,43,30,REST
14,22,13,24,18,27,22,23,19,8,24,31,29,30,34,0,30,34,23,25,23,-34,-16,-35,-54,-16,-5,17,-16,-27,3,6,20,21,13,3,7,23,22,-5,16,49,22,22,8,14,16,45,22,26,26,25,16,11,6,21,32,33,15,-7,25,13,13,11,REST
15,13,4,19,10,12,-7,15,11,10,31,36,19,15,20,-5,32,41,31,20,16,-68,-64,-51,-38,-21,-24,-29,-42,1,4,-5,6,6,-9,-19,-22,-10,17,-27,14,2,0,6,23,9,20,40,25,39,40,40,16,9,6,21,39,35,14,-12,35,16,15,12,REST
11,15,11,22,11,13,-1,21,20,23,44,39,18,7,33,10,43,51,32,19,7,-50,-56,-62,-131,-5,-21,-22,-33,-31,-2,-4,6,4,-11,-21,-23,11,7,-31,-17,-26,0,-20,3,-11,3,20,11,15,18,8,-7,-18,-17,-5,13,7,-15,-45,5,-23,-42,-25,REST
4,7,1,10,-7,-2,-13,19,16,10,20,13,-4,-7,31,4,25,18,11,-3,-7,-59,-60,-59,-21,-48,-31,-21,-1,-42,-17,-7,1,1,-10,-25,-13,3,-1,-37,3,-25,6,4,10,-13,8,32,15,7,4,-1,-20,-25,-24,4,17,-3,-27,-54,7,-20,-47,-21,REST
6,8,1,10,-2,-2,-4,17,17,6,6,8,-5,-11,39,-2,15,8,3,-8,-12,-49,-34,-48,-73,-40,-29,-18,-23,2,-24,-16,1,3,-1,-11,15,33,23,-24,21,-23,-2,7,24,-5,14,31,4,1,1,-4,-14,-20,-16,4,15,0,-18,-48,7,-16,-39,-18,REST
-2,8,3,10,1,10,3,18,19,2,4,16,4,2,38,-1,14,3,6,3,1,-34,-49,-53,-6,-15,-26,-11,-30,15,4,-16,3,5,-1,-8,16,26,21,-4,1,4,13,4,11,4,8,26,2,8,8,16,2,0,1,1,15,12,5,-17,8,-8,7,-10,REST
8,15,8,18,12,20,15,39,24,11,19,31,21,18,35,1,19,15,19,19,18,-50,-48,-31,-34,-10,-20,-10,-23,8,-27,-12,2,6,-3,-7,1,-20,17,-10,-53,9,-7,8,1,13,-9,13,-17,-3,-2,15,2,6,3,-20,-7,1,5,-13,-15,-22,4,-24,REST
-10,-3,-4,10,-1,7,-2,12,1,-4,14,21,13,13,7,-25,8,10,17,15,20,-81,-52,-81,-46,-11,-20,-13,-17,-24,-18,-3,13,16,8,1,0,33,11,12,16,31,16,-4,8,21,5,20,1,16,21,35,26,34,27,-7,12,22,35,22,2,4,38,3,REST
8,18,22,37,24,26,16,14,13,21,41,43,31,27,11,-16,21,27,29,25,26,-44,-45,-27,-58,-46,-14,-10,-7,-13,-21,-15,7,10,1,-5,2,31,-7,-6,13,26,-5,13,-3,14,-8,7,-13,9,11,26,15,20,16,-14,5,11,25,7,3,1,28,0,REST
-6,8,6,18,0,2,-13,6,13,17,23,20,5,-4,13,-5,17,16,18,12,10,-73,-35,-45,-63,-22,-14,-24,-27,-34,-32,-5,3,3,-12,-24,-25,-3,4,-16,17,-16,-3,-4,7,2,-3,17,-13,6,2,16,4,9,2,-6,13,7,12,-4,12,8,20,7,REST
1,8,1,-2,-26,-23,-27,2,7,5,-6,-7,-18,-15,14,-13,7,-12,-2,-6,-1,-33,-68,-47,-116,7,-21,-25,-31,-24,5,4,8,-1,-17,-35,-23,-18,11,-36,16,-5,1,-6,14,1,7,24,-6,12,5,20,8,11,4,12,25,15,19,3,32,25,27,23,REST
8,17,10,8,-20,-15,-15,16,18,19,4,1,-8,-1,31,2,16,-3,6,3,10,-50,-35,-44,-24,-27,-17,-25,-3,2,-10,1,11,1,-16,-30,-20,15,28,-5,-1,22,15,8,9,6,8,27,-3,12,-1,3,1,2,2,5,16,1,3,-21,14,-3,-4,-6,REST
2,5,-8,-5,-20,-11,-14,7,-5,-5,-12,-7,-7,-5,12,-14,-9,-14,-12,-7,1,-52,-35,-59,2,-48,-26,-26,-43,-14,-37,-21,-7,-13,-18,-26,-7,32,18,-23,-3,-9,4,20,6,19,-2,4,-15,-6,-8,-4,-7,-3,-2,-10,-1,-26,-10,-27,-4,-25,-32,-27,REST
-3,-5,-11,3,-6,6,-3,3,-15,-7,-1,10,9,8,6,-29,-13,-6,-4,1,7,-34,-48,-60,-96,-38,-30,-19,-29,-23,-34,-22,-12,-12,-11,-17,7,13,1,10,-4,40,5,-2,-12,-11,-22,-19,-37,-34,-28,-23,-21,-14,-13,-37,-36,-56,-30,-45,-35,-49,-52,-52,REST
1,-6,-7,17,9,17,13,-12,-26,-23,4,12,13,10,-18,-49,-29,-12,-13,-3,-4,-55,-40,-31,-39,4,-20,-6,-10,13,-13,-12,-4,3,-2,-11,-10,-1,14,-16,-30,-21,-4,-7,-10,-9,-32,-34,-52,-50,-35,-33,-31,-28,-21,-49,-51,-63,-41,-63,-43,-58,-86,-59,REST
-15,-10,-1,22,5,1,-16,-6,-25,-13,11,16,-2,-21,-16,-36,-17,-1,-6,-6,-13,-43,-55,-62,-33,-35,-23,-33,-35,-25,-37,-22,-6,-3,-13,-28,-49,-27,10,-41,-23,-21,7,7,-12,-10,-20,-14,-24,-23,-12,-11,-20,-17,-12,-25,-17,-33,-19,-41,-15,-27,-37,-27,REST
5,-3,-6,8,-7,-9,-27,5,-12,-7,-6,5,-8,-20,3,-14,-2,3,-3,0,-6,-44,-28,-65,-18,-25,-17,-27,-31,-10,-35,-24,-8,-5,-13,-27,-32,-30,7,-38,19,-26,28,1,12,-10,2,18,1,-1,1,1,-13,-8,-7,1,2,-8,-2,-24,4,-13,-8,-14,REST
-8,-5,-9,-9,-20,-12,-20,-2,-5,-7,-20,-13,-16,-18,21,6,5,-5,-5,-9,-8,-69,-51,-90,-77,-21,-24,-35,-8,-34,-24,-20,-3,-11,-15,-29,-25,-1,23,-16,15,-18,18,-10,10,-8,11,26,13,7,4,2,-14,-6,-4,4,15,-3,1,-19,16,-9,10,-11,REST
7,10,1,3,-5,3,-8,21,17,8,-2,-2,-3,-9,36,23,22,7,8,0,2,-45,-46,-24,-37,-5,-15,-11,-7,5,-3,-3,12,3,4,-3,-1,29,22,-8,18,-7,21,-2,21,4,24,41,17,21,13,17,-1,13,8,17,30,11,20,7,30,22,36,20,REST
2,15,14,15,7,19,4,15,20,11,11,18,15,4,29,26,29,17,22,12,11,-44,-42,-54,-61,-25,-15,-13,-39,10,-9,-10,0,1,0,-2,-2,-4,13,8,6,6,14,-16,12,6,14,36,15,19,10,16,6,20,12,13,23,3,15,5,25,8,21,7,REST
-2,8,5,8,10,22,12,20,20,11,8,20,18,10,37,20,23,15,18,12,12,-53,-49,-45,20,-32,-30,-11,-32,-1,-24,-17,-4,-4,-9,-8,-10,18,36,-6,4,4,27,9,22,2,18,35,15,9,1,4,-4,6,1,16,16,-6,2,-14,27,1,10,-1,REST
-2,-4,-11,-4,-17,-8,-25,16,9,8,-1,6,-5,-18,21,15,8,8,10,-2,-3,-79,-67,-60,-134,-51,-48,-50,-49,-25,-4,-25,-17,-25,-31,-39,-35,-18,29,-30,-41,-1,3,-17,12,-8,14,37,15,15,4,10,-4,3,-5,15,20,4,11,-16,35,3,21,3,REST
13,6,-2,2,-10,-14,-27,23,17,19,18,17,-2,-6,30,29,21,23,18,8,8,-74,-62,-62,-73,-64,-41,-49,-52,-39,-13,-14,-12,-15,-27,-30,-36,-2,14,-30,44,5,8,-4,22,5,37,60,29,22,12,20,2,10,3,34,33,13,12,-16,48,17,14,14,REST
-2,1,-12,-15,-27,-25,-32,11,2,-2,-20,-10,-25,-22,7,4,-7,-12,-10,-13,-13,-38,-66,-69,-35,-58,-42,-39,-46,-11,-38,-33,-16,-31,-41,-44,-32,-2,16,-26,15,-19,12,-2,8,-10,-4,16,-4,-11,-22,-14,-23,-15,-17,-14,1,-17,-21,-50,10,-24,-39,-27,REST
-13,-7,-16,-25,-27,-21,-21,6,-5,-7,-30,-14,-15,-16,-4,-4,-10,-14,-3,-5,-2,-49,-42,-44,-36,-7,-23,-7,-4,-7,-17,-1,18,5,1,-5,-9,18,14,-33,-23,14,23,24,4,11,5,32,12,4,-3,1,-2,8,3,3,14,-6,0,-26,20,-6,-15,-8,REST
12,22,27,22,16,23,16,25,12,30,12,20,17,11,4,6,9,12,18,14,12,-48,-21,-27,-67,30,7,-6,-11,-15,31,22,37,28,20,17,15,21,23,12,21,-1,4,11,11,3,-1,26,1,-1,-6,-5,-5,5,1,-3,8,-10,-7,-30,9,-18,-33,-20,REST
15,23,31,33,28,29,20,8,7,41,30,35,24,12,1,6,12,24,29,18,16,-40,-17,-39,-47,-3,11,25,4,-18,-11,9,34,33,26,22,14,4,15,-1,-8,16,8,12,2,12,-3,29,1,2,2,4,3,13,10,-2,8,1,2,-15,12,-6,4,-8,REST
-3,9,25,35,32,33,16,2,-6,22,29,40,31,15,-10,-10,4,16,32,20,17,-50,-29,-27,-56,-4,11,16,22,-28,-7,4,33,30,23,16,1,16,27,8,-21,14,-24,11,-12,12,-10,18,-8,-3,-1,10,3,15,11,-7,2,3,11,-10,10,-1,9,-1,REST
-2,1,12,26,25,26,16,-2,-15,3,13,26,21,4,-20,-30,-13,0,24,13,16,-27,-35,-27,-26,-6,3,-11,-10,-42,-27,-4,22,21,17,13,5,3,17,15,2,1,-15,-5,-3,12,-8,21,-11,-1,2,15,11,26,17,-6,4,17,30,12,31,18,45,17,REST
-13,0,14,34,31,32,18,-7,-24,5,21,34,26,11,-21,-32,-9,2,33,25,26,-63,-27,-15,-68,11,3,17,-14,6,-2,0,32,33,25,16,10,10,14,5,4,55,11,-2,-2,17,-6,27,-8,2,3,12,15,25,14,0,4,10,24,3,31,12,35,11,REST
-20,-7,8,23,20,22,11,-9,-28,3,11,21,17,13,-16,-34,-11,-3,19,13,22,-63,-19,-16,-62,-33,-7,-6,-21,-19,-16,-22,4,6,0,-8,-11,17,-4,-22,1,-16,3,4,-4,8,-8,32,-12,-9,-17,-13,-4,5,5,2,2,2,6,-10,26,12,16,11,REST
-18,-27,-22,-18,-22,-12,-14,-13,-35,-19,-35,-18,-14,-24,-16,-34,-24,-26,-8,-12,0,-49,-62,-56,-41,-57,-36,-25,-26,-48,-42,-27,-6,-16,-20,-24,-18,-5,1,-29,-7,-4,-4,2,-1,17,-6,34,-6,-3,-13,-13,-7,1,2,2,7,-5,3,-12,16,-1,15,-4,REST
-7,-7,-3,-2,-5,5,-3,3,-5,11,-12,-2,1,-8,5,-1,10,-5,9,3,4,-27,-41,-49,-29,-25,-1,4,16,-32,-11,-5,23,16,15,13,11,54,34,27,-17,6,29,12,7,5,10,50,24,23,17,11,10,15,12,15,28,10,13,-6,30,14,19,13,REST
25,30,35,38,35,36,18,48,33,51,36,32,29,13,30,31,39,19,37,22,19,-22,-7,-35,-7,16,22,15,15,-6,11,16,35,28,20,18,2,10,43,17,4,25,10,5,37,15,14,47,26,24,19,11,8,13,12,9,23,4,8,-13,22,-1,5,-2,REST
25,22,19,24,16,21,8,41,29,37,20,14,14,6,16,21,29,8,25,7,7,-43,-40,-21,-60,-30,-5,-8,-4,-12,2,-8,7,2,-2,-4,-14,15,32,-10,8,-13,29,-2,26,-2,4,35,15,12,5,1,-7,0,-3,0,6,-3,0,-23,3,-18,-7,-20,REST
-5,4,-1,8,-1,4,-11,21,21,38,16,5,-1,-11,6,15,26,7,17,-1,1,-52,-40,-61,-79,-36,-23,-43,-31,-24,-12,-26,-4,-10,-20,-23,-33,-3,5,-24,54,-14,14,13,21,-3,-1,33,9,7,5,6,-3,3,0,-6,-3,-5,2,-20,-2,-18,-5,-20,REST
-16,-10,-8,0,-11,-10,-27,7,12,25,18,12,-1,-14,-3,14,25,13,20,8,5,-61,-56,-49,-50,-28,-25,-29,-31,5,-24,-26,-4,-11,-20,-26,-37,-14,16,-8,39,0,21,7,23,3,10,51,22,22,23,24,11,16,8,12,8,18,17,-7,27,5,24,3,REST
-2,5,6,12,-5,-7,-19,12,16,27,22,15,5,-12,-15,5,13,11,14,15,5,-86,-59,-73,-56,-42,-34,-49,-67,-30,-14,-23,-10,-22,-34,-37,-37,-36,7,-42,1,-23,-5,2,-14,-2,-20,21,-10,-9,-3,12,-8,-1,-1,-16,-17,-6,1,-20,1,-10,-1,-13,REST
-11,-1,-4,-5,-17,-11,-13,6,2,7,-11,-11,-5,-15,-23,-12,-3,-12,-2,6,5,-46,-36,-43,-38,-22,-15,-29,-44,-3,-21,-10,8,-2,-7,-11,-16,-30,28,-34,-9,15,2,-1,5,11,-10,26,2,-8,-6,16,-3,1,2,-12,-10,-6,6,-23,3,-12,-11,-13,REST
6,16,12,7,3,13,9,19,8,13,-18,-5,8,3,-14,-12,-5,-16,-5,12,7,-43,-36,-31,-49,-10,-5,2,-41,-5,3,3,23,14,11,11,21,40,25,9,-35,0,-3,1,-15,5,-24,11,-10,-16,-10,10,-5,1,3,-25,-20,-14,1,-20,-15,-18,-21,-20,REST
16,21,20,16,10,13,4,18,5,17,-7,1,6,-1,-26,-20,-8,-21,-7,3,5,-76,-44,-40,-105,5,-6,-8,-45,-33,25,30,35,27,17,8,-10,1,45,5,32,15,21,1,8,10,-14,24,2,-2,4,22,-1,7,7,-8,-2,2,6,-14,-2,-4,-11,-7,REST
38,37,44,47,31,25,10,16,15,33,23,18,16,4,-14,-7,6,-4,5,4,4,-17,-12,-41,-34,12,10,1,14,6,23,12,26,22,12,1,-20,26,6,-16,0,17,8,-1,2,-7,-22,17,-7,-16,-17,10,-20,-7,-10,-17,-20,-15,-12,-33,-15,-22,-22,-25,REST
-11,1,4,11,-1,-5,-16,-11,-23,1,-3,-7,-5,-12,-38,-44,-21,-29,-15,-15,-12,-43,-49,-37,13,-52,-30,-29,-63,-23,-9,-19,-4,-14,-22,-29,-34,-16,8,-16,8,13,-6,-33,-11,-10,-31,-3,-23,-34,-33,-7,-24,-12,-11,-27,-29,-30,-20,-34,-14,-23,-34,-23,REST
-5,-13,-11,-7,-21,-21,-21,-10,-34,-12,-14,-17,-17,-23,-36,-49,-32,-30,-20,-18,-14,-27,-51,-61,-25,-20,-38,-35,-1,-12,-19,-27,-12,-26,-33,-40,-55,-9,15,-27,11,-18,6,9,0,-7,-21,1,-24,-36,-33,-14,-24,-14,-11,-13,-28,-33,-18,-34,-7,-15,-23,-16,REST
-26,-33,-30,-31,-39,-40,-41,-23,-54,-29,-33,-35,-37,-51,-37,-53,-41,-35,-30,-26,-26,-57,-67,-86,-72,-53,-55,-46,-11,-37,-40,-52,-41,-50,-50,-52,-44,-1,1,-33,-4,-49,0,-1,-10,-21,-27,-3,-27,-43,-43,-26,-27,-20,-20,-24,-34,-36,-20,-36,-15,-20,-21,-22,REST
-35,-47,-49,-55,-56,-48,-35,-13,-55,-38,-61,-59,-43,-46,-34,-39,-35,-39,-39,-25,-22,-88,-70,-78,-64,-63,-62,-68,-51,-45,-55,-55,-43,-48,-49,-46,-44,-21,1,-44,-58,-24,-9,3,-26,-12,-17,19,0,-18,-22,-5,-14,-8,-9,-7,-11,-17,-3,-24,-1,-5,3,-5,REST
-21,-31,-27,-32,-33,-24,-13,4,-26,-10,-36,-32,-16,-25,-13,-5,-2,-13,-11,2,1,-92,-73,-59,-98,-41,-53,-25,-45,-41,-45,-42,-30,-30,-27,-28,-34,-8,-4,-32,-11,3,-9,9,4,18,-11,30,8,-1,-5,14,1,8,0,-5,-2,3,13,-14,4,4,16,4,REST
-30,-25,-14,-7,-14,-15,-14,-6,-12,8,-8,-12,-6,-13,-6,15,24,12,4,4,-1,-93,-65,-57,-102,-45,-36,-26,-50,-44,-31,-35,-17,-16,-17,-21,-31,-18,-14,-2,-53,2,-1,-16,-4,-10,-7,41,23,17,13,22,7,10,2,1,3,10,15,-11,6,2,19,-2,REST
-21,-7,-3,8,-8,-8,-3,14,10,26,11,1,4,-1,7,34,45,21,10,17,11,-60,-54,-72,-49,-21,-36,-29,-47,-39,-7,-22,-9,-17,-23,-23,-12,-15,10,4,58,-6,-11,8,26,4,8,50,29,20,23,23,8,12,7,14,12,4,13,-10,15,6,10,5,REST
-17,-13,-14,-7,-15,-18,-14,-9,-3,17,12,-4,-8,-21,-3,24,39,17,12,4,-3,-69,-70,-58,-76,-56,-54,-35,-62,-58,-26,-44,-30,-34,-27,-29,-24,20,-2,-17,17,-17,2,-5,11,-9,4,36,21,11,11,18,-2,5,-2,16,11,1,5,-23,17,0,-7,-2,REST
-22,-25,-25,-12,-18,-26,-23,-8,-13,2,1,-15,-23,-33,-13,8,17,1,-3,-12,-15,-94,-53,-44,-92,-61,-47,-23,-14,-31,-37,-56,-36,-40,-32,-35,-46,4,-10,-22,-3,-14,-5,3,-5,-10,-7,22,1,-8,-15,-7,-19,-4,-5,12,-3,-8,-5,-25,15,-1,-8,-3,REST
-37,-28,-33,-34,-37,-39,-33,-18,-23,-14,-36,-44,-37,-36,-24,-14,-12,-30,-23,-25,-21,-83,-76,-67,-53,-44,-46,-37,-27,-30,-14,-48,-36,-43,-40,-48,-45,-23,-13,-50,-71,6,-15,-11,-23,-13,-21,11,-22,-31,-37,-22,-28,-12,-14,-6,-21,-28,-22,-37,-4,-16,-35,-19,REST
