Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
5,3,-2,1,-9,-11,-35,34,-5,-5,-3,-1,-9,-10,-18,4,7,-5,3,5,5,-20,-28,-32,8,7,-16,-42,-37,42,-8,-11,-12,-8,-20,-21,-17,-43,25,-6,10,-3,49,-7,27,-1,13,15,3,4,6,15,6,7,0,12,3,4,9,-12,-1,-10,5,0,LEFT
8,12,8,10,0,-1,-29,50,7,9,10,14,6,10,-10,18,21,8,22,21,18,-17,-18,-25,19,17,3,-15,-10,56,22,23,21,22,7,4,1,-27,56,13,39,14,67,21,42,14,24,24,20,21,24,32,16,18,11,14,11,14,14,-8,7,-10,5,-11,LEFT
44,36,32,27,18,17,-11,65,25,22,23,25,17,10,4,29,31,12,24,23,13,-8,-14,-33,1,-1,12,-12,-6,58,24,21,19,22,7,5,-7,-30,59,-1,22,-1,53,5,25,-2,16,16,13,13,13,17,2,3,-5,7,2,5,-2,-23,1,-12,0,-19,LEFT
36,28,24,23,12,10,-11,54,21,16,17,18,11,-2,10,28,30,10,19,20,7,-15,-16,-32,10,9,20,-15,-9,67,20,20,18,21,11,10,-7,-32,60,3,51,5,54,5,45,6,36,36,29,29,26,33,18,20,8,32,25,24,19,-3,24,8,16,5,LEFT
51,48,44,43,32,30,2,67,38,40,37,41,31,14,33,48,49,34,43,44,27,-17,10,-4,29,29,31,-8,-3,68,32,31,30,31,27,25,21,-40,72,12,74,12,69,6,54,12,36,36,31,31,30,40,25,27,8,27,23,25,21,-1,18,6,18,5,LEFT
44,44,39,44,27,25,-12,53,26,30,30,35,22,6,16,31,34,20,30,31,15,-10,-4,-25,30,29,21,-16,-12,62,22,20,18,20,14,13,5,-50,62,0,59,2,48,-3,37,3,11,11,11,11,13,25,13,14,1,3,0,8,8,-13,-3,-13,7,-16,LEFT
29,29,25,34,20,18,-6,42,15,20,21,27,16,8,3,22,24,9,26,25,17,-7,-11,-23,42,41,30,-16,-12,80,31,29,28,30,21,20,6,-16,62,14,23,18,49,17,13,18,12,13,12,13,15,29,19,21,18,9,5,11,16,-6,4,-12,9,-10,LEFT
45,35,31,39,32,30,13,53,21,25,25,31,22,21,8,27,27,10,29,24,22,-13,-6,-13,28,27,32,-21,-16,72,39,37,36,38,24,22,29,-13,61,11,43,12,53,13,25,11,19,20,12,12,7,21,12,13,5,17,10,8,8,-14,7,-6,11,-2,LEFT
58,32,27,33,18,17,-6,52,15,17,17,17,5,1,7,20,22,4,14,7,5,8,1,-10,10,8,23,-1,5,43,31,29,28,31,16,14,14,-17,69,-3,49,0,58,6,32,0,23,23,11,11,5,16,6,8,-2,16,9,8,3,-18,7,-6,7,-1,LEFT
39,34,31,35,17,17,-20,52,17,23,20,17,6,7,18,28,30,11,20,12,8,7,13,8,45,44,37,30,35,65,36,34,33,36,23,22,18,2,86,10,44,12,56,7,30,11,26,26,16,16,11,22,10,12,6,14,10,10,7,-14,6,-12,3,-4,LEFT
33,37,34,32,16,15,-14,47,20,22,14,11,3,-1,17,24,27,6,12,7,2,-17,-8,-20,31,29,25,-8,-3,62,27,24,24,26,8,8,-3,-41,63,-15,51,-14,49,5,36,-14,20,21,10,10,-1,11,-2,-1,-18,7,4,4,-4,-25,2,-16,-2,-7,LEFT
25,27,23,22,9,8,-13,35,13,15,8,7,-4,-11,15,24,26,4,11,8,5,-1,-9,-44,7,6,23,-14,-9,52,33,31,31,33,17,16,3,-38,51,4,86,9,58,18,62,11,40,40,30,32,19,34,21,23,14,32,29,24,21,-1,28,7,17,17,LEFT
41,45,41,41,32,31,-4,46,30,33,30,30,17,23,37,45,47,24,32,31,25,-3,6,-18,27,26,33,3,8,67,42,39,37,39,23,21,18,-23,66,16,69,18,55,15,44,15,33,33,22,23,13,26,11,12,7,20,13,6,1,-21,10,-14,-5,-7,LEFT
29,22,17,19,12,10,-20,29,6,6,4,5,-5,-3,14,15,18,-6,1,-1,-5,-30,-22,-45,-10,-12,-1,-30,-26,7,0,-4,-4,-2,-8,-8,-4,-44,43,-13,-6,-11,37,3,-2,-11,7,9,0,2,-8,5,-8,-6,-12,4,-3,-9,-11,-33,-5,-25,-15,-18,LEFT
30,16,11,11,-3,-4,-29,34,8,7,1,-1,-13,-4,15,19,21,-3,4,1,2,-43,-28,-44,-21,-21,7,-34,-30,6,12,12,11,13,3,2,6,-26,50,4,10,8,66,20,23,8,27,29,24,25,13,26,13,15,9,24,16,7,10,-13,14,-16,-7,-16,LEFT
46,35,31,30,15,13,-18,51,29,26,19,16,1,10,32,38,39,17,22,15,11,-46,-19,-31,12,13,14,-42,-39,32,18,15,14,15,0,-1,1,-26,52,-2,67,-1,49,7,50,-1,26,26,19,18,6,15,1,2,-7,14,6,-5,-8,-30,1,-27,-15,-31,LEFT
10,7,2,11,-2,-3,-24,18,5,-1,1,2,-9,-5,8,14,17,0,7,3,-7,-33,-27,-49,10,11,-5,-45,-41,39,-1,-3,-4,-1,-11,-12,6,-34,52,4,33,7,35,1,29,9,16,16,14,16,5,16,2,4,11,10,6,-1,-3,-24,5,-23,-6,-19,LEFT
15,12,7,20,11,11,-2,33,19,12,15,18,13,23,20,30,31,18,28,25,16,-30,-15,-33,5,4,10,1,7,49,11,10,8,11,2,1,10,-31,50,24,32,26,55,21,40,24,35,35,31,32,22,34,17,20,20,29,22,14,13,-9,20,-11,3,-4,LEFT
12,11,7,15,11,9,-11,27,18,10,12,12,3,10,12,25,27,14,20,13,3,-44,-33,-49,-7,-8,-10,-15,-11,23,-6,-9,-10,-7,-22,-22,-34,-56,31,-10,18,-10,44,2,20,-11,12,13,12,11,1,10,-7,-5,-17,7,3,-2,-12,-32,-1,-27,-14,-26,LEFT
2,-9,-13,-5,-10,-11,-32,9,2,-3,-3,-2,-16,-14,-5,15,17,3,6,1,-10,-35,-42,-68,-24,-24,-21,-42,-38,5,-6,-6,-7,-5,-15,-17,-39,-59,27,-6,14,-2,34,1,17,-1,29,30,31,31,24,29,11,14,3,34,30,26,14,-6,30,-2,7,3,LEFT
30,21,17,19,17,17,-7,37,33,29,26,29,12,14,25,47,48,34,36,32,19,-48,-32,-64,-27,-27,-1,-26,-20,16,14,12,11,13,1,-3,-10,-37,22,13,39,15,36,-5,33,13,40,41,40,39,34,39,23,25,7,36,31,28,21,1,26,4,10,6,LEFT
11,12,6,9,2,1,-22,14,16,11,10,11,-6,-1,2,21,24,17,18,12,1,-74,-57,-87,-23,-23,-22,-34,-29,-1,-22,-25,-25,-23,-27,-28,-18,-43,6,-12,13,-11,19,-23,5,-9,7,9,10,11,10,19,6,8,-12,5,3,8,5,-16,-1,-8,-1,-12,LEFT
-11,-10,-15,-2,-10,-11,-22,1,-1,1,2,3,-7,-4,-10,12,14,14,19,13,2,-40,-43,-69,-8,-8,-15,-17,-12,25,-16,-17,-18,-16,-15,-17,2,-31,39,3,13,6,30,-3,7,7,20,20,23,24,22,31,20,22,6,21,16,21,20,-2,15,7,10,4,LEFT
-2,2,-3,9,3,2,-8,16,11,11,12,9,6,9,1,25,25,18,26,20,8,-25,-29,-45,-15,-15,-10,-12,-7,36,-8,-10,-11,-9,-18,-19,12,-35,40,1,18,2,25,-1,6,2,18,19,22,21,15,21,12,13,-3,20,14,15,13,-7,11,9,14,7,LEFT
-6,-7,-12,-7,-18,-19,-36,9,2,-4,-4,-9,-16,-6,-10,11,13,0,6,2,-8,-50,-54,-52,-45,-45,-28,-48,-43,3,-22,-24,-26,-23,-37,-37,-14,-56,32,-8,3,-5,23,1,-1,-4,14,15,15,15,7,15,6,8,-4,14,10,11,7,-13,7,1,7,-6,LEFT
0,-8,-12,-10,-17,-17,-35,15,4,-2,-3,-3,-12,2,-3,16,17,5,14,11,-1,-47,-50,-50,-24,-24,-16,-45,-40,3,-23,-25,-25,-24,-24,-26,-11,-45,38,4,4,7,29,12,10,6,30,30,24,24,17,25,17,18,4,29,21,20,16,-5,18,6,11,4,LEFT
6,-4,-8,-5,-6,-7,-26,21,7,2,1,2,-7,1,-1,16,17,5,14,10,-5,-48,-45,-59,-27,-27,-22,-46,-41,1,-25,-28,-29,-27,-29,-30,-31,-54,33,-11,5,-9,21,-10,9,-10,22,23,12,11,2,10,1,1,-16,20,11,10,2,-20,7,5,8,5,LEFT
4,-14,-18,-16,-21,-22,-39,14,-6,-10,-13,-13,-22,-15,-8,4,6,-8,-2,-4,-15,-67,-53,-69,-41,-40,-26,-48,-43,-6,-17,-19,-20,-17,-27,-29,-21,-40,23,-12,1,-7,28,-15,14,-7,29,30,13,14,4,12,3,5,-6,32,18,13,10,-11,16,14,13,19,LEFT
14,-5,-10,-12,-13,-13,-29,23,-3,-4,-8,-6,-10,1,-3,9,10,-3,4,5,1,-68,-46,-66,-46,-45,-17,-53,-48,-13,-8,-11,-12,-10,-25,-27,-39,-42,-12,-3,12,-1,31,-4,18,-3,26,26,3,3,-7,1,-3,-2,-8,27,8,1,-2,-23,3,1,0,7,LEFT
-18,-29,-34,-33,-30,-31,-38,-17,-40,-34,-34,-26,-30,-15,-37,-23,-21,-31,-22,-21,-21,-73,-72,-89,-45,-45,-50,-71,-67,-25,-51,-55,-55,-53,-59,-59,-80,-85,-52,-23,40,-22,8,-3,11,-21,-1,1,-24,-24,-32,-23,-21,-19,-24,3,-16,-16,-16,-36,-20,-15,-8,-4,LEFT
-54,-57,-62,-54,-52,-52,-56,-39,-63,-51,-50,-42,-43,-20,-56,-34,-32,-39,-29,-27,-24,-68,-71,-79,-42,-42,-53,-49,-43,-11,-58,-58,-59,-56,-54,-56,-44,-79,-28,-13,14,-10,7,8,-4,-10,-2,-1,-13,-13,-17,-7,-7,-4,-8,3,-8,-5,1,-21,-12,-11,0,-4,LEFT
-21,-33,-36,-33,-30,-30,-32,-4,-36,-25,-29,-23,-24,-1,-34,-8,-8,-18,-11,-8,-8,-70,-52,-69,-40,-40,-30,-23,-17,-4,-29,-31,-32,-30,-39,-41,-7,-42,-8,0,-3,2,6,2,-8,1,2,4,-8,-8,-16,-6,-11,-8,-3,1,-11,-12,-12,-34,-15,-20,-9,-23,LEFT
-25,-31,-35,-33,-34,-35,-46,-10,-39,-27,-32,-28,-34,-6,-33,-11,-10,-22,-17,-13,-16,-80,-64,-86,-54,-54,-39,-45,-40,-16,-36,-40,-41,-37,-44,-45,-15,-45,-12,-8,15,-6,16,-2,6,-5,7,8,-7,-7,-15,-4,-6,-4,-6,6,-5,-11,-6,-27,-7,-12,-1,-11,LEFT
-42,-29,-34,-29,-28,-28,-44,-8,-33,-19,-23,-16,-21,-1,-21,-1,0,-10,-2,5,-3,-53,-52,-61,-45,-45,-26,-43,-38,-10,-27,-29,-30,-27,-31,-33,-17,-53,6,0,31,2,26,10,15,2,18,18,3,3,-3,6,7,8,-2,14,4,-1,4,-17,1,-3,1,-2,LEFT
-20,-20,-25,-24,-25,-25,-34,2,-21,-14,-20,-15,-20,-4,-20,-3,-1,-11,-4,-1,-10,-49,-56,-67,-53,-53,-33,-50,-45,-20,-39,-41,-42,-40,-44,-45,-43,-71,11,-10,8,-8,9,-16,-2,-8,6,7,-4,-5,-12,-4,-4,-3,-11,4,-4,-6,-8,-29,-7,-10,-6,-18,LEFT
-15,-24,-28,-27,-32,-31,-39,-3,-18,-13,-20,-16,-22,-6,-24,-1,1,-11,-4,-3,-10,-27,-51,-76,-43,-43,-31,-41,-36,-6,-31,-32,-34,-31,-34,-36,-27,-37,8,-1,42,2,18,-11,10,3,20,20,7,7,0,11,11,13,4,17,9,2,7,-15,8,1,3,-8,LEFT
-12,-13,-16,-15,-17,-17,-29,7,-6,1,-4,-3,-10,8,-4,14,15,2,9,10,6,-22,-41,-61,-16,-16,-19,-41,-35,5,-14,-16,-17,-15,-28,-30,-22,-28,16,5,43,7,41,3,20,6,27,27,10,9,1,11,14,15,1,22,12,1,9,-13,9,5,6,4,LEFT
-12,-19,-23,-25,-31,-33,-43,5,-13,-7,-14,-16,-24,-4,-4,2,4,-11,-5,-3,-5,-49,-59,-64,-23,-25,-30,-49,-44,-8,-27,-30,-31,-28,-44,-45,-45,-36,13,-12,33,-10,33,-5,16,-10,18,18,-2,-2,-11,1,5,7,-11,13,2,-5,3,-17,-1,4,7,10,LEFT
-12,-20,-24,-27,-34,-35,-40,1,-12,-7,-14,-15,-22,-4,-4,3,4,-7,0,3,2,-61,-51,-58,-30,-31,-16,-47,-41,2,-13,-13,-14,-12,-23,-25,-26,-36,25,4,41,5,38,4,20,6,32,33,14,14,5,16,20,23,6,28,18,11,19,-2,15,16,17,18,LEFT
10,7,4,-3,-9,-10,-12,16,8,14,5,3,-2,6,10,21,22,10,12,14,7,-60,-42,-60,-41,-41,-13,-54,-49,10,-2,-5,-6,-4,-19,-21,-17,-53,14,-6,59,-6,29,-12,18,-8,30,29,10,10,-1,4,2,3,-15,17,7,-3,-7,-29,3,-3,-2,-13,LEFT
9,-5,-10,-15,-27,-29,-30,5,-5,-1,-9,-13,-21,-21,-3,6,9,-6,-8,-10,-23,-53,-55,-84,-30,-29,-37,-62,-57,12,-21,-23,-24,-22,-39,-40,-36,-51,23,-22,40,-20,17,-17,12,-18,27,28,7,8,0,3,-5,-4,-15,21,8,2,-8,-28,8,-4,-3,-14,LEFT
19,-1,-5,-7,-21,-22,-32,18,4,12,6,2,-10,-1,15,24,25,13,13,7,-5,-24,-31,-55,-7,-7,-16,-32,-27,28,-3,-4,-5,-4,-18,-21,-24,-12,57,10,71,13,31,17,36,13,46,47,23,24,18,24,12,14,12,36,24,16,10,-12,21,9,8,3,LEFT
18,14,10,7,-7,-7,-19,13,6,16,13,11,-5,8,14,26,27,14,14,9,-4,-30,-32,-67,-24,-26,-12,-49,-45,3,-3,-4,-6,-4,-18,-20,-30,-34,34,-1,44,-1,7,0,8,-1,22,21,7,6,3,11,2,5,-6,8,3,4,-1,-22,-2,-1,3,-15,LEFT
17,7,2,-1,-19,-19,-29,-5,-6,3,1,0,-15,-6,-2,15,16,2,5,2,-11,-68,-52,-65,-35,-35,-15,-56,-51,-20,-7,-8,-10,-7,-22,-23,-31,-42,17,-3,38,0,6,1,10,1,28,27,15,16,12,22,20,22,1,23,18,20,22,1,17,18,24,11,LEFT
14,15,11,8,-8,-8,-17,8,10,15,13,14,3,8,21,34,33,19,27,22,11,-20,-32,-30,-26,-26,2,-15,-11,13,13,12,11,12,-10,-12,-12,-10,30,7,54,7,41,12,25,6,36,37,21,21,17,26,22,23,1,23,16,17,16,-5,10,11,16,-3,LEFT
17,12,8,3,-16,-17,-26,7,2,3,2,0,-14,-6,3,12,13,2,10,3,-9,-30,-46,-48,-40,-41,-14,-24,-20,-1,-5,-8,-10,-7,-27,-29,-11,-20,-3,-13,3,-11,19,-5,-18,-10,10,10,-3,-3,-3,6,0,2,-12,6,-1,4,-1,-21,-3,-1,4,-16,LEFT
11,-1,-6,-10,-26,-27,-19,-3,-7,-4,-4,-7,-21,-3,-4,7,8,2,10,2,-7,-63,-62,-55,-40,-40,-24,-38,-33,-22,-21,-22,-23,-20,-26,-28,-37,-52,-8,3,30,5,18,1,12,6,28,28,13,13,11,19,12,14,4,27,17,17,13,-7,15,11,10,-2,LEFT
-1,-5,-11,-12,-22,-23,-10,-6,-6,-5,-3,-5,-19,2,6,12,13,4,8,2,-6,-54,-70,-63,-28,-28,-34,-67,-61,-11,-32,-34,-35,-33,-42,-42,-63,-64,-4,-7,64,-6,15,3,31,-6,21,21,3,2,-5,1,-4,-3,-12,13,3,1,-6,-25,-1,1,-1,-10,LEFT
-15,-26,-31,-30,-46,-46,-59,-14,-21,-24,-20,-24,-41,-14,-6,-4,-1,-11,-8,-10,-20,-24,-70,-75,-25,-26,-37,-67,-61,8,-26,-26,-27,-25,-44,-45,-42,-44,30,-11,36,-9,18,-11,16,-7,21,22,6,7,-1,8,0,3,-6,17,9,9,2,-18,7,7,5,-1,LEFT
20,-7,-11,-12,-26,-25,-33,20,3,-2,1,-1,-15,5,13,17,17,11,16,17,3,-15,-33,-56,-15,-15,-18,-30,-25,26,-1,-2,-4,-1,-21,-22,-17,-17,44,8,49,10,33,-12,29,9,36,36,21,21,16,24,12,15,5,29,20,20,10,-11,16,13,6,5,LEFT
3,-10,-14,-13,-18,-19,-12,5,-7,-8,-3,-2,-15,-5,2,5,7,1,9,8,-7,-45,-41,-61,-57,-59,-34,-59,-55,-12,-23,-26,-27,-24,-36,-37,-42,-51,4,-23,18,-23,20,-21,6,-22,14,14,0,-1,-5,2,-9,-7,-28,11,-2,1,-11,-32,-6,-4,-7,-21,LEFT
-6,-26,-30,-32,-40,-41,-26,-18,-25,-24,-23,-21,-34,-28,-18,-13,-10,-14,-5,-3,-16,-54,-64,-67,-82,-83,-41,-71,-66,-35,-27,-28,-29,-27,-45,-46,-64,-61,1,-20,37,-16,3,-5,7,-14,12,12,5,6,4,12,6,8,-11,18,6,12,10,-11,5,10,11,-9,LEFT
8,-10,-14,-20,-26,-25,-17,-5,-9,-7,-5,-3,-18,-1,1,7,7,7,15,18,3,-27,-53,-60,-34,-33,-21,-53,-49,1,-16,-17,-18,-17,-31,-33,-68,-32,-7,-2,60,-1,6,0,15,-1,13,13,11,11,8,14,6,7,-7,10,1,10,3,-18,-3,4,3,-17,LEFT
-12,-15,-20,-23,-30,-30,-34,-16,-19,-16,-13,-12,-32,-14,-14,-5,-3,-6,-3,1,-18,-36,-60,-76,-20,-20,-31,-58,-54,-13,-35,-35,-36,-33,-41,-41,-40,-14,-53,-18,23,-16,7,-14,-15,-15,2,2,4,3,-4,4,-9,-7,-15,3,-4,7,-7,-28,-6,-2,2,-16,LEFT
-5,-10,-15,-18,-28,-27,-31,-5,-10,-6,-5,-5,-26,-4,-3,9,10,4,7,11,-7,-35,-38,-56,-11,-12,-11,-36,-31,-15,-6,-5,-7,-4,-17,-19,-4,4,-20,6,20,10,38,0,-4,9,25,25,27,26,14,23,7,10,8,26,19,20,10,-12,16,10,11,1,LEFT
40,12,7,-3,-12,-13,-16,23,9,7,5,6,-17,5,14,21,21,10,10,13,-6,-52,-48,-51,-35,-36,-13,-51,-46,-21,-5,-8,-11,-7,-27,-29,-47,-40,-11,-10,17,-10,20,-3,-9,-11,11,12,7,7,-8,0,-12,-11,-18,7,-3,-5,-15,-36,-7,-8,-7,-20,LEFT
-12,-27,-31,-34,-40,-41,-43,-16,-33,-27,-26,-23,-44,-25,-16,-14,-12,-18,-14,-10,-28,-50,-76,-74,-43,-44,-36,-83,-78,-7,-37,-39,-41,-37,-45,-45,-72,-70,-31,-24,28,-22,-1,-5,-8,-20,1,2,-6,-4,-13,-3,-10,-8,-20,4,-5,-2,-7,-29,-6,-5,1,-17,LEFT
-32,-31,-35,-31,-32,-32,-32,-18,-37,-21,-20,-13,-26,-6,-16,-7,-7,-7,3,8,-6,-13,-43,-57,-15,-15,-18,-64,-60,13,-25,-25,-26,-25,-23,-25,-36,-39,-18,3,46,5,22,12,8,4,13,12,1,2,-2,9,2,4,1,15,3,4,1,-21,0,-5,1,-22,LEFT
-13,-14,-18,-17,-24,-24,-18,-10,-30,-15,-14,-8,-24,-3,-18,-3,-3,-9,-2,1,-16,-43,-46,-65,-55,-58,-22,-55,-50,-23,-21,-23,-25,-23,-32,-33,-25,-36,-17,-14,29,-14,26,-8,-10,-13,10,10,-3,-3,-12,-6,-17,-16,-18,12,-2,-5,-16,-36,-4,-6,-3,-10,LEFT
18,-6,-10,-17,-35,-37,-26,5,-21,-11,-16,-13,-35,-14,-13,4,5,-10,-8,-7,-25,-39,-56,-70,-48,-48,-18,-64,-59,-24,-26,-26,-27,-25,-24,-25,-5,-40,-5,-4,35,-2,32,-7,13,1,30,31,16,15,4,10,-2,1,2,32,19,13,7,-14,18,15,17,25,LEFT
38,7,3,-4,-17,-18,-2,30,1,7,0,7,-13,12,11,24,25,6,12,13,-2,-7,-31,-52,-5,-4,-4,-50,-45,6,-6,-7,-8,-6,-13,-15,6,-14,-7,10,49,11,51,-2,27,11,36,37,18,17,6,13,3,6,5,33,21,12,11,-10,16,18,23,30,LEFT
6,-13,-17,-21,-34,-35,-28,8,-17,-14,-16,-9,-30,0,-3,1,3,-13,-5,-6,-21,-18,-42,-62,-12,-14,-25,-37,-31,1,-16,-18,-20,-17,-37,-39,-30,-15,-14,-7,46,-5,34,-13,10,-5,20,20,1,1,-12,-3,-12,-10,-7,16,2,-4,-6,-25,-2,1,9,12,LEFT
3,-14,-18,-25,-41,-42,-44,12,-20,-16,-16,-12,-32,-5,-2,-1,0,-11,-1,-4,-18,-8,-40,-50,-13,-13,-17,-29,-23,21,-6,-7,-8,-6,-26,-29,-22,-22,1,-3,34,-1,26,5,5,-1,20,20,4,4,-5,4,-7,-5,-3,15,1,-4,-6,-27,-3,-9,-3,-4,LEFT
12,-8,-13,-20,-31,-31,-35,10,-22,-14,-11,-10,-24,-6,-7,-4,-3,-10,1,-2,-17,-20,-50,-63,-12,-13,-29,-46,-41,-5,-24,-27,-29,-26,-31,-33,-34,-49,-47,-18,18,-17,10,2,-20,-18,-11,-11,-18,-18,-22,-12,-23,-22,-23,-12,-21,-21,-24,-46,-26,-25,-15,-23,LEFT
-32,-35,-40,-37,-46,-46,-37,-32,-47,-33,-29,-26,-36,-24,-31,-24,-22,-26,-14,-17,-33,-34,-67,-80,-24,-25,-39,-54,-48,-26,-44,-46,-47,-44,-36,-37,-48,-62,-52,-19,23,-15,-2,-12,-22,-13,-11,-10,-13,-13,-16,-5,-17,-14,-11,-4,-11,-10,-11,-32,-12,-12,-1,-4,LEFT
-17,-17,-22,-23,-29,-29,-13,-12,-28,-13,-12,-7,-20,2,-7,1,1,-7,6,2,-13,-26,-43,-60,-12,-12,-17,-36,-31,6,-25,-25,-27,-25,-18,-21,-20,-42,-16,8,30,10,11,-7,-16,10,6,6,2,1,-3,5,-5,-3,6,6,-2,-7,-7,-28,-6,-10,-5,-6,LEFT
7,-11,-16,-23,-29,-30,-26,1,-29,-18,-16,-10,-26,1,-8,-6,-4,-16,-4,-5,-20,-50,-60,-85,-43,-43,-36,-64,-61,-23,-30,-32,-33,-30,-34,-35,-20,-50,-23,-13,0,-14,18,-23,-29,-14,-12,-12,-20,-20,-23,-16,-25,-23,-21,-11,-21,-25,-26,-47,-24,-23,-19,-28,LEFT
8,-29,-33,-35,-42,-42,-34,-13,-44,-35,-30,-23,-35,-18,-22,-23,-20,-27,-16,-11,-24,-44,-63,-88,-49,-49,-35,-63,-58,-40,-31,-32,-33,-30,-25,-27,-6,-37,-14,-14,33,-12,33,-11,0,-11,4,5,-10,-9,-10,-3,-13,-11,-10,8,-4,-11,-8,-30,-5,-3,-7,-11,LEFT
0,-16,-20,-18,-20,-20,-11,-6,-33,-21,-14,-6,-18,-5,-6,-11,-8,-13,-3,0,-11,-24,-36,-53,-15,-15,-12,-35,-30,-6,-29,-31,-32,-30,-18,-21,-10,-23,-24,-12,63,-11,31,-4,12,-14,1,2,-15,-15,-15,-9,-19,-17,-19,-4,-13,-20,-18,-40,-15,-10,-17,-20,LEFT
-27,-31,-36,-35,-39,-39,-45,-29,-47,-40,-31,-23,-43,-26,-21,-31,-28,-34,-22,-25,-33,-37,-48,-71,-37,-38,-35,-55,-50,-13,-43,-45,-45,-44,-45,-45,-36,-43,-42,-28,27,-27,6,-18,-11,-25,-8,-7,-26,-25,-26,-19,-27,-25,-25,-7,-16,-23,-21,-43,-18,-9,-16,-17,LEFT
-24,-33,-37,-38,-43,-43,-51,-25,-42,-39,-31,-20,-38,-16,-17,-24,-23,-27,-13,-16,-21,-73,-54,-82,-44,-44,-27,-46,-41,-18,-25,-25,-26,-25,-28,-31,-17,-41,-8,-4,10,-1,17,-11,-23,0,1,2,-10,-10,-8,2,-5,-3,-1,7,-2,-10,0,-21,-4,4,-6,-4,LEFT
-10,-17,-21,-21,-23,-23,-25,-11,-29,-22,-16,-3,-18,0,-5,-12,-11,-13,-1,-2,-8,-63,-45,-76,-30,-30,-23,-39,-32,-13,-23,-25,-27,-24,-26,-29,-16,-40,-17,-9,28,-8,12,-22,-26,-9,-14,-13,-18,-20,-20,-11,-16,-15,-15,-13,-21,-24,-22,-42,-25,-20,-26,-29,LEFT
-20,-31,-35,-32,-34,-34,-37,-28,-41,-32,-26,-12,-29,-20,-21,-27,-25,-23,-12,-12,-22,-42,-55,-90,-31,-32,-38,-65,-61,-14,-32,-32,-33,-31,-30,-33,-48,-59,-34,-21,26,-18,10,-22,-23,-17,-20,-19,-22,-21,-21,-9,-16,-15,-14,-22,-24,-20,-20,-40,-26,-23,-27,-27,LEFT
-11,-15,-20,-18,-18,-18,-17,-12,-22,-13,-7,7,-8,-2,-5,-8,-7,-3,10,13,-1,-26,-35,-61,-40,-40,-16,-45,-39,-16,-3,-3,-4,-3,-7,-10,-11,-24,-18,6,8,8,14,-6,-17,7,-2,-2,-5,-6,-4,9,1,2,6,-7,-8,-6,-2,-24,-12,-8,-12,-8,LEFT
2,-7,-12,-14,-15,-16,-12,-7,-22,-15,-9,-1,-13,1,-13,-16,-14,-12,-1,4,-13,-29,-41,-58,-52,-53,-25,-40,-33,-42,-23,-26,-27,-24,-26,-27,-10,-7,-28,-12,-54,-12,-6,-25,-50,-12,-23,-22,-31,-30,-29,-17,-23,-21,-17,-24,-28,-25,-21,-41,-32,-18,-15,-21,LEFT
-17,-36,-41,-36,-40,-39,-40,-32,-48,-38,-32,-23,-36,-19,-36,-35,-32,-29,-17,-11,-27,-40,-51,-73,-42,-41,-34,-64,-58,-32,-35,-35,-36,-33,-20,-22,-22,-31,-26,-15,-23,-12,1,-5,-29,-10,-6,-5,-17,-16,-14,1,-6,-2,-9,-2,-8,-5,5,-16,-8,6,11,4,LEFT
-7,-14,-17,-14,-15,-15,-24,-16,-23,-10,-8,2,-13,-3,-13,-5,-4,-2,11,12,-3,-35,-28,-56,-14,-14,-11,-55,-50,-5,-15,-15,-17,-15,-5,-8,1,-43,-16,-5,50,-4,10,4,7,-5,12,11,-6,-6,-7,7,-3,-1,-11,-1,-7,-3,1,-21,-11,0,6,-6,LEFT
-4,-7,-12,-18,-28,-29,-35,-22,-25,-15,-19,-14,-35,-23,-22,-19,-17,-20,-14,-15,-29,-35,-35,-53,-33,-33,-23,-34,-28,-3,-24,-26,-28,-25,-35,-36,-29,-53,-17,-39,41,-39,21,-16,1,-39,-8,-7,-27,-27,-33,-23,-35,-34,-44,-22,-28,-25,-34,-54,-30,-27,-24,-34,LEFT
-1,-15,-20,-27,-39,-39,-42,-15,-27,-18,-24,-21,-45,-40,-18,-21,-18,-22,-16,-18,-32,-46,-29,-44,-2,-2,-11,-16,-10,30,-3,-4,-6,-3,-20,-23,-27,-17,1,-31,10,-27,55,-6,3,-28,9,9,-8,-8,-15,-6,-23,-21,-26,-3,-6,-10,-17,-39,-8,-11,-14,-14,LEFT
22,-2,-7,-12,-16,-16,-18,-2,-14,-5,-7,-3,-26,-18,-12,-6,-5,-9,-2,-4,-16,-25,-20,-37,-1,-3,-6,-21,-14,8,-1,-3,-5,-3,-12,-15,-38,5,9,-16,-8,-14,29,-18,-24,-15,-6,-6,-13,-13,-16,-6,-22,-20,-17,-13,-15,-16,-19,-41,-19,-13,-12,-24,LEFT
