Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
-32,-27,-33,-40,-42,-42,-43,-33,-18,-55,-27,-44,24,-1,-15,-27,-33,-32,-14,-21,-43,-150,-133,-140,-139,-96,-91,-116,-126,-48,-88,-59,-35,-51,-41,-41,-62,-68,-37,253,-10,-14,-15,-3,-4,-16,-10,20,-6,-4,-27,-20,16,-4,-11,1,5,-51,2,-22,-2,-2,-18,2,REST
-29,-21,-29,-40,-42,-38,-40,-34,-13,-53,-26,-43,22,-3,-20,-29,-30,-29,-13,-27,-48,-159,-140,-131,-157,-124,-89,-118,-129,-63,-98,-54,-37,-54,-42,-42,-61,-80,-49,249,-22,-13,-28,-10,-13,-8,-17,13,-16,-12,-32,-24,15,-3,-11,-3,-2,-54,3,-17,-4,-6,-17,-2,REST
-39,-32,-34,-45,-46,-40,-41,-44,-21,-60,-31,-44,21,-2,-32,-34,-37,-32,-10,-26,-42,-166,-141,-129,-155,-138,-95,-119,-148,-74,-112,-62,-41,-56,-40,-39,-56,-84,-53,246,-28,-12,-33,-13,-18,-12,-20,15,-18,-11,-33,-17,20,-1,-7,1,0,-57,7,-10,0,-4,-15,1,REST
-40,-26,-23,-33,-34,-27,-29,-34,-17,-50,-22,-35,29,3,-26,-27,-30,-21,-3,-20,-39,-134,-123,-112,-144,-118,-77,-101,-134,-53,-89,-51,-18,-40,-24,-23,-41,-64,-40,253,-23,-1,-20,-2,-7,-3,-13,23,-10,0,-24,-10,25,7,0,3,5,-51,15,-2,4,3,-7,5,REST
-34,-23,-18,-28,-30,-23,-25,-25,-16,-50,-21,-36,29,-1,-29,-31,-33,-24,-7,-26,-43,-138,-124,-112,-135,-122,-88,-114,-145,-63,-102,-64,-26,-52,-33,-34,-51,-77,-54,231,-31,-12,-37,-14,-25,-17,-34,3,-26,-17,-37,-26,10,-8,-18,-20,-14,-68,-3,-21,-13,-15,-26,-14,REST
-45,-39,-37,-41,-42,-37,-37,-54,-33,-62,-31,-49,20,-9,-41,-43,-42,-34,-13,-39,-48,-147,-136,-118,-133,-130,-89,-117,-154,-63,-104,-59,-32,-55,-35,-35,-56,-85,-47,224,-24,-17,-29,-15,-11,-17,-19,15,-16,-10,-31,-18,14,-8,-16,-5,1,-61,-5,-21,-6,-10,-24,-9,REST
-32,-23,-24,-32,-32,-24,-25,-28,-14,-42,-16,-34,30,-4,-25,-25,-25,-21,-6,-26,-46,-138,-137,-119,-124,-119,-76,-107,-144,-57,-98,-40,-22,-43,-27,-27,-57,-81,-39,224,-20,-14,-26,-16,-9,-17,-18,19,-10,-4,-29,-15,14,-9,-20,-7,-2,-61,-8,-29,-6,-11,-26,-8,REST
-30,-21,-22,-32,-34,-32,-33,-33,-16,-43,-19,-36,22,-9,-35,-26,-27,-25,-9,-25,-51,-145,-133,-135,-135,-153,-89,-115,-140,-69,-110,-27,-20,-45,-37,-37,-57,-80,-45,216,-23,-20,-30,-24,-15,-27,-27,15,-14,-8,-31,-19,6,-17,-27,-10,-4,-61,-12,-36,-6,-12,-31,-13,REST
-33,-22,-22,-31,-33,-33,-34,-32,-17,-45,-21,-38,14,-11,-25,-24,-30,-25,-8,-29,-52,-143,-125,-119,-155,-136,-87,-106,-125,-63,-101,-50,-24,-43,-32,-31,-49,-69,-43,225,-23,-13,-25,-17,-9,-22,-12,22,-12,-5,-27,-17,10,-10,-17,1,4,-55,-4,-25,-1,-7,-25,-4,REST
-36,-31,-28,-34,-35,-28,-30,-30,-21,-50,-27,-42,14,-6,-25,-30,-34,-31,-14,-27,-49,-135,-122,-107,-127,-82,-82,-107,-102,-50,-85,-67,-35,-51,-33,-33,-55,-66,-42,224,-27,-11,-26,-18,-14,-16,-19,11,-24,-17,-35,-22,6,-4,-14,-6,-10,-64,-7,-22,-11,-17,-27,-9,REST
-43,-39,-40,-43,-44,-35,-36,-39,-29,-59,-33,-42,17,-1,-38,-37,-42,-39,-15,-23,-43,-144,-128,-114,-121,-100,-86,-111,-105,-65,-105,-63,-34,-55,-37,-37,-63,-74,-49,216,-27,-13,-26,-19,-18,-13,-20,11,-27,-16,-34,-15,11,3,-7,-6,-6,-59,3,-12,-5,-10,-20,-3,REST
-37,-33,-32,-38,-39,-30,-32,-33,-22,-51,-25,-33,24,4,-33,-30,-33,-31,-10,-13,-39,-129,-117,-106,-114,-101,-73,-109,-108,-59,-100,-49,-23,-41,-29,-29,-54,-70,-38,221,-9,-5,-20,-10,-6,-16,-8,18,-20,-5,-31,-9,15,8,-5,-2,-1,-56,7,-12,-3,-10,-21,-4,REST
-33,-30,-27,-34,-35,-28,-29,-34,-21,-49,-26,-37,21,4,-39,-32,-35,-32,-15,-11,-42,-136,-131,-126,-141,-107,-72,-117,-135,-71,-111,-51,-26,-45,-34,-34,-60,-72,-51,212,-27,-8,-37,-20,-17,-14,-24,11,-29,-16,-39,-17,7,-2,-13,-15,-15,-66,-2,-23,-15,-23,-31,-16,REST
-36,-33,-33,-37,-39,-36,-37,-40,-25,-55,-31,-44,12,-2,-40,-32,-43,-36,-20,-21,-47,-143,-123,-133,-131,-115,-74,-116,-101,-79,-118,-56,-31,-49,-39,-39,-67,-68,-44,202,-26,-12,-27,-16,-21,-11,-23,16,-25,-16,-39,-20,6,-8,-13,-5,-10,-62,-2,-21,-9,-16,-26,-7,REST
-28,-30,-34,-40,-41,-34,-34,-32,-16,-53,-32,-45,10,-10,-26,-24,-40,-37,-18,-26,-52,-129,-107,-104,-119,-96,-65,-105,-82,-66,-88,-46,-25,-43,-34,-34,-62,-51,-35,199,-22,-14,-25,-11,-12,-18,-22,19,-23,-12,-39,-18,4,-11,-21,-6,-9,-63,-5,-25,-12,-22,-31,-12,REST
-23,-30,-32,-37,-39,-29,-31,-34,-23,-55,-31,-46,12,-8,-30,-31,-44,-39,-17,-29,-53,-131,-109,-105,-107,-106,-61,-102,-102,-75,-88,-46,-21,-42,-29,-27,-61,-53,-45,197,-39,-11,-45,-18,-23,-28,-33,10,-31,-16,-42,-21,2,-15,-26,-17,-16,-69,-9,-35,-18,-25,-33,-14,REST
-20,-28,-26,-30,-32,-22,-23,-20,-20,-50,-22,-34,25,3,-20,-27,-40,-31,-8,-19,-44,-112,-90,-96,-69,-92,-51,-88,-107,-50,-87,-40,-11,-33,-21,-21,-42,-41,-28,206,-15,-5,-12,-12,-12,-14,-20,22,-17,-2,-25,-4,22,3,-10,1,2,-50,11,-16,-1,-3,-12,7,REST
-16,-25,-17,-23,-24,-17,-18,-34,-17,-42,-15,-25,28,3,-21,-20,-33,-24,-2,-9,-42,-116,-95,-99,-99,-99,-57,-90,-98,-44,-75,-34,-6,-31,-23,-23,-45,-39,-23,204,-10,-11,-8,-14,-6,-12,-16,25,-18,-2,-27,-8,22,2,-12,2,2,-51,10,-16,-3,-8,-15,1,REST
-13,-25,-20,-32,-33,-25,-27,-23,-17,-44,-22,-33,21,1,-13,-21,-36,-29,-4,-10,-42,-109,-97,-105,-82,-59,-60,-86,-99,-45,-72,-37,-16,-38,-28,-27,-54,-44,-27,74,-22,-11,-22,-16,-11,-12,-21,25,-20,-3,-26,-11,24,2,-7,-1,1,-51,12,-10,-2,-9,-13,2,REST
-7,-17,-15,-26,-27,-21,-22,-13,-5,-35,-12,-23,34,16,-5,-11,-29,-18,6,5,-32,-89,-81,-100,-74,-65,-57,-78,-100,-50,-67,-26,-10,-32,-22,-22,-53,-39,-20,-183,0,2,-7,-6,10,3,-1,37,-12,6,-16,-2,31,11,4,12,11,-40,23,-1,8,-1,-4,11,REST
-5,-16,-14,-26,-27,-23,-25,-14,-2,-35,-15,-27,27,10,-4,-12,-26,-18,1,2,-40,-127,-97,-117,-99,-103,-71,-97,-110,-65,-84,-20,-14,-36,-30,-31,-62,-54,-24,-262,-1,-2,-17,-15,-4,-7,-6,32,-18,1,-26,-9,20,-1,-8,3,3,-49,10,-14,-2,-10,-16,-4,REST
-7,-22,-21,-29,-30,-30,-31,-18,-3,-40,-22,-33,21,2,-3,-12,-27,-22,3,-1,-41,-123,-105,-111,-92,-103,-70,-97,-116,-68,-81,-29,-17,-37,-30,-30,-57,-55,-26,-252,-12,-4,-16,-8,-4,-8,-2,33,-14,2,-24,-5,24,1,-6,7,5,-46,12,-13,2,-6,-14,3,REST
-8,-23,-20,-27,-28,-22,-23,-24,-6,-40,-20,-28,25,4,-6,-11,-25,-22,5,10,-37,-120,-102,-108,-97,-77,-55,-82,-111,-56,-64,-25,-9,-29,-22,-22,-48,-49,-25,-253,-19,1,-5,-5,-6,-3,-1,32,-11,-1,-26,-1,21,4,-5,10,3,-52,5,-18,1,-10,-20,1,REST
-12,-22,-18,-29,-30,-22,-24,-22,-10,-42,-23,-31,20,2,-10,-14,-29,-26,2,0,-37,-139,-119,-128,-115,-90,-57,-92,-129,-70,-77,-18,-12,-32,-27,-29,-54,-55,-34,-253,-30,1,-26,-7,-15,-8,-15,25,-20,-7,-32,-4,15,-2,-10,-2,-3,-56,0,-20,-4,-14,-22,-6,REST
-13,-23,-18,-32,-32,-26,-27,-21,-11,-47,-24,-33,22,11,-19,-18,-33,-26,5,-2,-35,-126,-87,-106,-82,-97,-63,-91,-82,-52,-79,-14,-21,-35,-24,-24,-43,-44,-30,-245,-21,14,-18,6,-15,2,-21,18,-25,-6,-28,4,24,7,-1,-6,-2,-49,9,-4,-1,-6,-11,3,REST
-14,-28,-19,-30,-31,-17,-18,-40,-15,-45,-21,-30,29,15,-25,-24,-34,-22,7,10,-29,-112,-78,-100,-79,-87,-59,-85,-80,-54,-77,-13,-17,-33,-20,-21,-42,-51,-32,-244,-24,7,-27,5,-15,1,-25,16,-25,-7,-26,3,26,9,2,-10,-5,-52,8,-4,-7,-11,-13,-1,REST
-13,-25,-17,-29,-31,-21,-22,-27,-10,-40,-21,-31,24,13,-14,-20,-31,-24,4,8,-29,-122,-99,-115,-98,-87,-56,-100,-98,-50,-72,-8,-14,-33,-21,-21,-54,-64,-20,-243,-20,0,-17,-3,-11,-5,-23,22,-20,-6,-26,-6,21,1,-4,-9,-2,-50,2,-9,-5,-10,-16,-1,REST
2,-14,-11,-26,-26,-15,-17,-13,-1,-32,-18,-30,22,10,-10,-11,-23,-17,4,3,-36,-98,-67,-101,-62,-73,-35,-79,-69,-20,-52,14,5,-21,-15,-15,-40,-50,-1,-225,-2,3,-10,-2,-1,5,-10,32,-8,6,-16,-2,25,4,-2,1,6,-43,6,-5,2,-5,-11,6,REST
13,-2,5,-13,-14,-8,-10,-10,7,-21,-4,-21,29,10,-10,1,-12,-6,13,13,-33,-91,-59,-96,-48,-56,-23,-58,-59,-11,-46,26,20,-6,-6,-5,-33,-44,-1,-136,0,1,3,-8,1,-1,-11,33,-7,7,-14,5,29,4,-3,-4,1,-43,8,-9,-4,-10,-12,1,REST
20,6,15,-3,-4,4,3,-5,15,-16,4,-13,36,16,-12,4,-10,2,24,18,-26,-97,-60,-87,-69,-81,-18,-53,-80,-27,-40,24,31,4,6,7,-28,-41,6,109,-2,6,8,-6,6,3,-7,40,1,14,-3,15,40,14,7,6,12,-30,22,3,10,5,-1,13,REST
19,14,22,5,4,12,10,-3,22,-7,10,-5,45,22,-13,6,-3,11,30,16,-22,-95,-65,-91,-60,-33,-22,-64,-90,-27,-41,20,31,4,5,4,-34,-44,6,224,10,14,5,-11,16,3,1,41,3,14,-7,7,36,10,3,7,11,-37,14,-4,5,-2,-7,7,REST
9,-2,6,-12,-13,-8,-9,-13,6,-25,-8,-23,29,12,-29,-4,-18,-11,7,-1,-33,-111,-89,-110,-72,-38,-44,-87,-93,-46,-67,-8,-2,-25,-19,-20,-54,-62,-15,223,-7,-4,-9,-14,-7,-5,-7,27,-15,-3,-29,-10,20,-7,-7,-3,-3,-53,-2,-18,-2,-13,-20,-3,REST
-3,-18,-12,-28,-30,-22,-23,-20,-3,-36,-20,-33,21,8,-22,-5,-27,-19,4,-4,-34,-100,-82,-115,-60,-72,-49,-89,-105,-46,-65,-13,-13,-35,-24,-24,-57,-65,-13,243,-16,1,-11,-9,-2,4,-5,35,-7,3,-23,2,29,2,4,5,5,-43,8,-5,8,-2,-9,7,REST
-6,-21,-15,-31,-33,-24,-25,-7,2,-34,-21,-33,22,11,-12,-4,-25,-19,4,-1,-39,-103,-81,-118,-87,-82,-58,-94,-129,-49,-61,-14,-14,-39,-28,-29,-62,-76,-20,243,-17,-1,-17,-13,-4,-2,-10,27,-11,-5,-30,-2,17,-6,-6,1,-1,-51,-3,-15,-1,-15,-19,-5,REST
-14,-30,-26,-38,-40,-29,-31,-36,-17,-50,-31,-41,15,4,-36,-22,-38,-31,-8,-18,-44,-127,-101,-139,-101,-112,-63,-103,-139,-53,-83,-16,-19,-42,-30,-30,-73,-79,-28,235,-22,-5,-32,-14,-21,-7,-20,14,-24,-16,-35,-9,12,-8,-12,-12,-10,-56,-8,-18,-8,-21,-24,-11,REST
-12,-25,-20,-33,-34,-18,-20,-34,-14,-46,-26,-35,18,11,-39,-26,-37,-31,-6,-13,-41,-137,-120,-133,-80,-72,-36,-101,-117,-36,-68,-14,-10,-29,-14,-14,-79,-69,-13,242,-21,1,-23,-12,-16,-2,-21,13,-24,-16,-36,-6,17,-3,-8,-14,-12,-59,-4,-15,-12,-20,-24,-8,REST
-8,-23,-17,-32,-33,-15,-16,-29,-10,-49,-27,-37,15,8,-35,-27,-44,-33,-10,-13,-47,-104,-89,-112,-100,-82,-54,-109,-105,-45,-77,-26,-13,-33,-25,-26,-80,-65,-16,229,-23,-7,-31,-19,-18,-12,-22,12,-30,-25,-44,-10,10,-13,-17,-21,-19,-64,-11,-24,-20,-27,-32,-18,REST
-8,-18,-12,-31,-33,-32,-32,-23,-3,-45,-23,-35,14,6,-32,-21,-46,-27,-4,-21,-44,-102,-93,-126,-109,-125,-65,-95,-105,-45,-84,-19,-7,-32,-32,-32,-67,-57,-13,233,-16,-5,-19,-20,-13,-12,-15,19,-21,-16,-37,-3,17,-6,-14,-15,-9,-53,-4,-20,-7,-14,-21,-8,REST
-3,-16,-8,-30,-32,-25,-26,-20,4,-38,-16,-32,17,11,-26,-17,-37,-22,-1,-15,-42,-97,-76,-102,-92,-43,-55,-86,-98,-29,-53,-17,-23,-33,-26,-26,-62,-53,-4,234,-5,-2,-2,-18,-2,-13,-2,29,-15,-5,-31,-2,18,-4,-17,-7,1,-49,-3,-24,-1,-12,-21,-7,REST
-5,-22,-16,-34,-35,-26,-27,-22,-2,-43,-22,-39,14,5,-30,-18,-41,-29,-8,-23,-49,-92,-75,-97,-109,-60,-58,-85,-94,-47,-70,-33,-35,-44,-32,-32,-62,-50,-23,221,-28,-17,-29,-33,-26,-24,-23,11,-37,-21,-47,-21,2,-20,-28,-26,-17,-68,-19,-36,-19,-29,-36,-20,REST
-18,-37,-31,-42,-43,-31,-32,-35,-19,-60,-37,-52,9,-6,-48,-29,-55,-41,-21,-37,-59,-100,-83,-109,-105,-69,-59,-86,-90,-63,-79,-37,-39,-45,-32,-32,-61,-44,-25,213,-30,-21,-31,-31,-28,-23,-29,6,-41,-26,-49,-22,2,-19,-26,-24,-21,-68,-16,-32,-21,-26,-34,-15,REST
-22,-36,-29,-41,-42,-25,-27,-42,-21,-56,-34,-46,10,-8,-50,-31,-53,-37,-19,-34,-59,-92,-72,-103,-100,-48,-54,-87,-92,-53,-71,-23,-29,-35,-26,-26,-60,-45,-18,210,-25,-22,-17,-31,-25,-25,-37,5,-35,-23,-41,-20,7,-14,-28,-29,-22,-64,-14,-33,-23,-26,-34,-18,REST
-12,-24,-15,-27,-29,-21,-22,-35,-12,-45,-15,-32,17,1,-43,-20,-39,-23,-5,-22,-48,-92,-73,-96,-89,-59,-50,-84,-98,-53,-72,-12,-17,-25,-19,-19,-55,-39,-16,219,-21,-18,-25,-31,-17,-28,-33,15,-22,-8,-32,-13,17,-4,-21,-16,-12,-53,-5,-25,-12,-17,-26,-9,REST
-1,-9,2,-12,-13,-11,-12,-13,8,-32,1,-21,29,12,-25,-4,-25,-7,5,-4,-38,-87,-69,-80,-76,-49,-37,-75,-93,-40,-65,1,-5,-15,-12,-12,-46,-36,-3,219,-7,-2,-1,-20,3,-6,-12,29,-5,5,-25,-3,22,2,-12,2,2,-43,6,-13,3,-6,-14,2,REST
3,-6,4,-15,-17,-14,-14,-2,19,-27,-1,-21,22,3,-13,-1,-20,-7,4,-9,-45,-98,-88,-92,-130,-55,-41,-81,-127,-57,-53,6,1,-16,-16,-16,-56,-53,-13,205,-18,-15,-20,-26,-7,-10,-17,27,-8,3,-27,-5,17,-3,-14,-4,-2,-44,6,-13,1,-7,-14,-3,REST
-1,-9,1,-19,-19,-15,-16,-17,8,-35,-6,-25,20,2,-20,-8,-25,-16,1,-13,-43,-105,-77,-91,-125,-102,-39,-86,-97,-58,-66,16,1,-17,-17,-17,-51,-54,-13,200,-11,-20,-8,-26,-11,-16,-20,23,-16,-2,-30,-11,17,-2,-10,-1,0,-43,11,-8,5,-1,-7,6,REST
-2,-13,-2,-20,-21,-14,-16,-26,1,-39,-10,-26,23,3,-29,-11,-31,-20,1,-10,-41,-89,-59,-84,-75,-80,-36,-74,-79,-63,-86,16,-4,-22,-16,-17,-35,-40,-14,205,-18,-9,-6,-17,-3,-8,-17,25,-12,-1,-31,-10,24,3,-3,3,1,-40,14,-4,7,-1,-6,8,REST
-1,-16,-7,-25,-27,-14,-16,-16,2,-41,-12,-25,23,10,-26,-12,-34,-23,2,-9,-39,-77,-54,-88,-58,-20,-34,-69,-91,-59,-81,-7,-11,-27,-15,-15,-36,-37,-19,201,-24,-6,-20,-17,-16,-10,-23,17,-21,-12,-40,-17,16,-3,-7,-11,-12,-51,2,-11,-5,-11,-19,-1,REST
1,-20,-5,-23,-23,-11,-11,-23,-3,-42,-9,-22,24,16,-31,-13,-34,-18,4,-4,-37,-87,-67,-84,-85,-41,-37,-72,-96,-51,-71,-12,-5,-23,-12,-13,-39,-42,-22,200,-22,-2,-19,-13,-13,-7,-16,22,-16,-7,-33,-7,22,3,-2,-1,-1,-45,7,-10,4,-1,-13,11,REST
-6,-20,-5,-24,-24,-16,-17,-18,2,-36,-6,-25,21,15,-20,-11,-27,-13,4,-3,-39,-101,-82,-112,-101,-61,-42,-72,-107,-45,-71,-1,-3,-27,-25,-25,-47,-41,-16,192,-16,-3,-14,-12,2,-7,-8,27,-14,-8,-34,-9,14,-5,-5,-3,-4,-50,0,-16,-1,-9,-21,4,REST
-3,-18,-8,-31,-32,-30,-32,-14,2,-41,-17,-39,7,-1,-16,-16,-35,-28,-12,-27,-49,-86,-63,-103,-111,-53,-36,-78,-106,-43,-76,-4,-5,-31,-33,-33,-53,-39,-20,184,-14,-4,-11,-15,-8,-18,-18,18,-29,-20,-49,-25,1,-20,-16,-12,-14,-59,-12,-26,-13,-19,-30,-4,REST
-9,-27,-13,-35,-37,-27,-28,-30,-10,-50,-27,-45,9,2,-29,-21,-41,-32,-14,-31,-53,-82,-58,-81,-107,-60,-46,-84,-94,-51,-93,-18,-9,-34,-28,-29,-48,-37,-18,107,-14,-4,-10,-10,-7,-11,-18,19,-26,-16,-45,-21,6,-13,-11,-9,-9,-49,-4,-18,-7,-12,-21,2,REST
-15,-32,-17,-38,-39,-29,-31,-34,-13,-49,-28,-45,14,2,-32,-21,-43,-28,-12,-22,-51,-92,-68,-82,-100,-72,-55,-82,-84,-48,-85,-22,-15,-39,-33,-33,-42,-34,-23,-166,-20,-10,-25,-13,-15,-13,-28,11,-30,-21,-47,-20,4,-13,-14,-20,-17,-52,-9,-23,-12,-19,-27,-11,REST
-16,-31,-14,-35,-36,-29,-30,-31,-10,-48,-25,-40,21,8,-36,-21,-42,-23,-7,-18,-46,-121,-79,-98,-111,-71,-53,-79,-93,-50,-67,-12,-13,-33,-26,-25,-42,-34,-27,-267,-28,0,-33,-11,-18,-12,-31,16,-24,-16,-44,-18,8,-10,-13,-13,-13,-52,-8,-23,-10,-18,-26,-10,REST
-10,-24,-5,-33,-34,-21,-22,-17,0,-44,-23,-39,20,8,-32,-18,-39,-23,-8,-18,-50,-128,-102,-115,-117,-107,-44,-81,-142,-54,-80,-10,-9,-34,-29,-29,-46,-45,-31,-252,-26,-8,-26,-9,-12,-17,-35,14,-27,-20,-51,-23,2,-18,-21,-17,-20,-56,-13,-26,-16,-23,-32,-15,REST
-22,-46,-27,-54,-56,-42,-44,-47,-24,-65,-42,-58,-4,-12,-51,-33,-57,-42,-26,-33,-62,-115,-82,-123,-126,-61,-71,-115,-135,-56,-83,-40,-44,-63,-54,-55,-72,-66,-40,-256,-36,-21,-52,-25,-27,-37,-48,1,-38,-27,-58,-27,-8,-28,-29,-30,-27,-57,-16,-30,-23,-27,-36,-18,REST
-29,-52,-33,-58,-59,-54,-55,-39,-24,-60,-39,-58,-5,-8,-48,-26,-49,-35,-20,-24,-55,-101,-70,-110,-129,-42,-67,-102,-93,-56,-67,-14,-30,-49,-51,-50,-67,-55,-33,-255,-36,-16,-48,-19,-26,-28,-28,14,-25,-13,-43,-11,6,-10,-16,-14,-14,-47,-4,-15,-12,-19,-24,-5,REST
-23,-38,-18,-44,-45,-43,-44,-36,-16,-51,-29,-49,8,-1,-55,-27,-43,-32,-15,-19,-52,-112,-78,-116,-129,-66,-58,-90,-114,-56,-84,-14,-21,-43,-45,-45,-64,-56,-36,-251,-43,-16,-45,-21,-36,-12,-43,0,-35,-26,-51,-20,-1,-18,-21,-27,-28,-57,-16,-24,-22,-32,-34,-18,REST
-32,-48,-23,-47,-48,-43,-44,-48,-28,-63,-37,-52,4,-6,-61,-36,-51,-43,-20,-34,-58,-115,-79,-112,-99,-88,-57,-105,-127,-54,-102,-22,-22,-43,-43,-43,-64,-62,-36,-248,-42,-17,-41,-24,-33,-21,-42,5,-32,-26,-51,-23,-2,-20,-24,-21,-23,-52,-15,-27,-17,-29,-35,-16,REST
-24,-35,-8,-36,-38,-36,-38,-33,-15,-49,-26,-41,10,2,-49,-27,-39,-34,-13,-26,-51,-91,-60,-92,-64,-60,-41,-79,-93,-41,-81,-2,-6,-28,-35,-35,-42,-43,-18,-225,-29,-10,-33,-15,-17,-16,-33,14,-21,-18,-46,-13,5,-12,-20,-13,-14,-48,-11,-21,-9,-22,-30,-10,REST
-14,-28,-3,-32,-33,-30,-31,-31,-12,-45,-22,-39,10,8,-50,-26,-37,-30,-13,-24,-50,-84,-59,-95,-86,-42,-41,-68,-107,-40,-66,-4,-3,-25,-31,-32,-40,-43,-20,-136,-33,-8,-35,-21,-27,-18,-42,10,-23,-19,-48,-8,4,-16,-23,-18,-18,-51,-12,-25,-13,-26,-36,-18,REST
-6,-29,-4,-30,-30,-33,-34,-21,-8,-40,-20,-35,10,7,-41,-20,-34,-25,-12,-28,-48,-93,-75,-99,-74,-75,-46,-80,-98,-34,-53,9,7,-21,-35,-35,-51,-43,-15,96,-31,-6,-39,-15,-17,-15,-31,21,-12,-8,-41,-3,6,-11,-16,-11,-9,-45,-5,-24,-7,-20,-31,-13,REST
9,-16,7,-23,-23,-31,-33,-6,4,-30,-11,-30,13,4,-24,-13,-25,-18,-6,-16,-45,-101,-89,-90,-76,-72,-31,-74,-97,-41,-53,18,12,-15,-34,-34,-51,-38,-5,206,-21,-3,-20,-12,-2,-9,-24,27,-5,2,-33,2,10,-4,-14,-3,-4,-40,-1,-18,-4,-16,-29,-11,REST
6,-22,4,-25,-27,-33,-35,-12,-4,-37,-14,-33,11,6,-35,-18,-28,-23,-8,-16,-45,-99,-72,-97,-108,-40,-39,-76,-108,-56,-74,1,-6,-28,-37,-37,-65,-47,-15,215,-14,-11,-22,-15,-13,-15,-33,13,-21,-10,-43,-6,4,-10,-21,-18,-17,-52,-10,-27,-15,-23,-35,-16,REST
-10,-34,-3,-31,-33,-34,-35,-35,-18,-44,-22,-34,13,6,-56,-32,-39,-29,-12,-17,-49,-94,-53,-99,-72,-41,-45,-76,-119,-58,-70,-6,-11,-29,-35,-35,-63,-41,-23,232,-25,-7,-41,-7,-19,-12,-39,13,-21,-7,-38,1,14,-3,-14,-20,-15,-44,-1,-16,-12,-13,-23,-8,REST
-13,-33,3,-24,-25,-31,-33,-30,-11,-35,-14,-26,20,6,-50,-29,-33,-16,-3,-3,-44,-86,-61,-97,-70,-20,-37,-76,-115,-57,-60,-3,-6,-22,-33,-34,-50,-26,-23,251,-32,-1,-43,-6,-19,-6,-41,15,-15,2,-29,15,22,3,-9,-14,-11,-34,5,-8,-7,-6,-16,-3,REST
-17,-31,6,-23,-24,-30,-32,-30,-5,-31,-7,-23,23,14,-40,-17,-24,-8,6,1,-40,-78,-71,-99,-80,-21,-33,-72,-96,-56,-47,11,9,-14,-26,-25,-43,-21,-17,253,-21,2,-30,-7,-10,-4,-32,32,1,18,-12,24,31,11,-2,4,7,-15,14,4,12,12,-2,17,REST
13,-2,29,-5,-6,-10,-11,7,28,-6,14,-8,39,30,-6,12,3,14,25,20,-27,-60,-48,-75,-71,-11,-12,-49,-78,-15,-7,49,37,6,-5,-5,-24,-10,13,260,10,13,1,3,22,8,-10,53,22,39,4,33,43,24,11,22,25,-2,22,15,27,23,11,33,REST
25,5,36,2,1,-1,-2,8,33,-1,16,-6,38,27,-2,12,2,12,21,21,-33,-59,-31,-74,-34,-21,-18,-49,-82,-22,-13,42,32,1,-7,-8,-29,-18,3,250,1,3,-22,-8,10,-8,-27,37,2,23,-16,14,22,3,-9,-1,2,-24,-10,-13,-1,-7,-18,-2,REST
5,-10,22,-12,-14,-11,-12,-12,8,-18,2,-22,22,13,-26,-13,-19,-9,5,-2,-46,-60,-43,-84,-64,-68,-27,-59,-90,-58,-48,26,23,-6,-13,-13,-33,-26,-20,240,-26,-2,-46,-12,-23,-17,-53,15,-16,4,-31,5,11,-10,-19,-22,-16,-41,-23,-23,-14,-21,-30,-17,REST
-11,-23,13,-17,-18,-10,-12,-26,-7,-27,-3,-25,23,18,-46,-26,-29,-14,3,4,-46,-71,-47,-84,-80,-36,-32,-62,-109,-64,-63,2,7,-18,-16,-17,-35,-28,-33,238,-41,-3,-53,-10,-32,-11,-67,2,-27,-9,-40,7,10,-9,-14,-30,-24,-49,-22,-20,-23,-26,-32,-24,REST
-31,-45,-5,-34,-36,-25,-26,-44,-28,-48,-23,-39,10,8,-70,-42,-49,-31,-13,2,-49,-102,-72,-99,-84,-45,-52,-90,-137,-76,-77,-14,-23,-43,-36,-37,-54,-44,-52,220,-59,-16,-62,-21,-46,-27,-86,-10,-38,-22,-56,-7,-2,-16,-22,-37,-30,-59,-28,-27,-31,-33,-40,-32,REST
-36,-46,-11,-46,-48,-44,-46,-30,-22,-46,-27,-45,2,3,-57,-33,-47,-33,-16,-6,-52,-111,-83,-119,-94,-73,-60,-90,-124,-75,-81,-21,-26,-45,-52,-52,-53,-44,-48,220,-45,-15,-64,-14,-29,-11,-68,5,-24,-9,-48,-2,0,-10,-14,-21,-16,-49,-17,-16,-16,-20,-29,-17,REST
-32,-49,-13,-50,-51,-50,-52,-41,-21,-45,-28,-49,-3,-4,-56,-33,-41,-30,-14,-12,-54,-86,-72,-103,-89,-59,-61,-85,-99,-55,-54,-23,-21,-43,-50,-50,-52,-48,-34,216,-31,-11,-54,-10,-20,-6,-67,9,-21,-3,-40,4,5,-6,-12,-21,-12,-40,-12,-14,-11,-13,-24,-15,REST
